7.747797790527343977e+02,7.417797790527343977e+02,8.047797790527343977e+02,7.657797790527343977e+02,6.847797790527343977e+02,7.447797790527343977e+02,6.737797790527343977e+02,4.174306459724903107e+02,3.644306459724903107e+02,3.634306459724903107e+02,3.484306459724903107e+02,3.254306459724903107e+02,2.664306459724903107e+02,2.584306459724903107e+02,7.657069519042968295e+02,7.317069519042968295e+02,7.177069519042968295e+02,7.097069519042968295e+02,6.407069519042968295e+02,6.377069519042968295e+02,5.857069519042968295e+02,4.204276170134544373e+02,4.584276170134544373e+02,4.034276170134544373e+02,4.344276170134544373e+02,4.754276170134544373e+02,3.964276170134544373e+02,4.364276170134544373e+02
7.638822143554687045e+02,7.418822143554687045e+02,7.938822143554687045e+02,7.648822143554687045e+02,6.888822143554687045e+02,7.448822143554687045e+02,6.768822143554687045e+02,4.163401145935058594e+02,3.663401145935058594e+02,3.513401145935058594e+02,3.483401145935058594e+02,3.243401145935058594e+02,2.663401145935058594e+02,2.583401145935058594e+02,7.637758483886718750e+02,7.307758483886718750e+02,7.067758483886718750e+02,7.057758483886718750e+02,6.407758483886718750e+02,6.317758483886718750e+02,5.937758483886718750e+02,4.189057061076164246e+02,4.549057061076164246e+02,4.019057061076164246e+02,4.339057061076164246e+02,4.749057061076164246e+02,3.959057061076164246e+02,4.429057061076164246e+02
7.572355468749999545e+02,7.352355468749999545e+02,7.892355468749999545e+02,7.612355468749999545e+02,6.852355468749999545e+02,7.532355468749999545e+02,6.762355468749999545e+02,4.164851599931716919e+02,3.644851599931716919e+02,3.604851599931716919e+02,3.534851599931716919e+02,3.184851599931716919e+02,2.724851599931716919e+02,2.584851599931716919e+02,7.523532653808593977e+02,7.343532653808593977e+02,7.063532653808593977e+02,7.023532653808593977e+02,6.363532653808593977e+02,6.233532653808593977e+02,5.763532653808593977e+02,4.113191978931427002e+02,4.433191978931427002e+02,3.943191978931427002e+02,4.253191978931427002e+02,4.713191978931427002e+02,3.933191978931427002e+02,4.403191978931427002e+02
7.433762207031250000e+02,7.343762207031250000e+02,7.863762207031250000e+02,7.593762207031250000e+02,6.863762207031250000e+02,7.503762207031250000e+02,6.753762207031250000e+02,4.202345455884933472e+02,3.662345455884933472e+02,3.732345455884933472e+02,3.582345455884933472e+02,3.192345455884933472e+02,2.712345455884933472e+02,2.602345455884933472e+02,7.447817016601562727e+02,7.297817016601562727e+02,7.027817016601562727e+02,7.017817016601562727e+02,6.377817016601562727e+02,6.237817016601562727e+02,5.737817016601562727e+02,4.049789604544639587e+02,4.419789604544639587e+02,3.909789604544639587e+02,4.219789604544639587e+02,4.739789604544639587e+02,3.909789604544639587e+02,4.409789604544639587e+02
7.426435546875000000e+02,7.346435546875000000e+02,7.846435546875000000e+02,7.576435546875000000e+02,6.876435546875000000e+02,7.566435546875000000e+02,6.766435546875000000e+02,4.261241509318351746e+02,3.701241509318351746e+02,3.791241509318351746e+02,3.631241509318351746e+02,3.201241509318351746e+02,2.781241509318351746e+02,2.631241509318351746e+02,7.451885986328125000e+02,7.271885986328125000e+02,6.981885986328125000e+02,6.991885986328125000e+02,6.351885986328125000e+02,6.171885986328125000e+02,5.711885986328125000e+02,4.020247842073440552e+02,4.420247842073440552e+02,3.940247842073440552e+02,4.220247842073440552e+02,4.750247842073440552e+02,3.940247842073440552e+02,4.440247842073440552e+02
7.455747131347656023e+02,7.345747131347656023e+02,7.815747131347656023e+02,7.595747131347656023e+02,6.885747131347656023e+02,7.635747131347656023e+02,6.785747131347656023e+02,4.369541902244091034e+02,3.759541902244091034e+02,3.879541902244091034e+02,3.679541902244091034e+02,3.239541902244091034e+02,2.829541902244091034e+02,2.659541902244091034e+02,7.507033630371093977e+02,7.267033630371093977e+02,6.937033630371093977e+02,6.967033630371093977e+02,6.357033630371093977e+02,6.137033630371093977e+02,5.707033630371093977e+02,4.004017664790153503e+02,4.454017664790153503e+02,3.934017664790153503e+02,4.244017664790153503e+02,4.784017664790153503e+02,3.954017664790153503e+02,4.464017664790153503e+02
7.383246948242187955e+02,7.383246948242187955e+02,7.853246948242187955e+02,7.623246948242187955e+02,6.923246948242187955e+02,7.653246948242187955e+02,6.813246948242187955e+02,4.328124947249889374e+02,3.758124947249889374e+02,3.918124947249889374e+02,3.678124947249889374e+02,3.288124947249889374e+02,2.858124947249889374e+02,2.698124947249889374e+02,7.389140869140625227e+02,7.249140869140625227e+02,6.889140869140625227e+02,6.939140869140625227e+02,6.319140869140625227e+02,6.129140869140625227e+02,5.679140869140625227e+02,3.966259897947311401e+02,4.436259897947311401e+02,3.936259897947311401e+02,4.226259897947311401e+02,4.776259897947311401e+02,3.936259897947311401e+02,4.456259897947311401e+02
7.287944519042969205e+02,7.387944519042969205e+02,7.847944519042969205e+02,7.637944519042969205e+02,6.927944519042969205e+02,7.637944519042969205e+02,6.817944519042969205e+02,4.280421000719070435e+02,3.780421000719070435e+02,3.990421000719070435e+02,3.740421000719070435e+02,3.300421000719070435e+02,2.850421000719070435e+02,2.720421000719070435e+02,7.322712524414062045e+02,7.222712524414062045e+02,6.862712524414062045e+02,6.902712524414062045e+02,6.302712524414062045e+02,6.082712524414062045e+02,5.672712524414062045e+02,3.950690234303474426e+02,4.430690234303474426e+02,3.920690234303474426e+02,4.220690234303474426e+02,4.820690234303474426e+02,3.960690234303474426e+02,4.480690234303474426e+02
7.244508239746094205e+02,7.414508239746094205e+02,7.884508239746094205e+02,7.664508239746094205e+02,6.934508239746094205e+02,7.634508239746094205e+02,6.824508239746094205e+02,4.253981989622116089e+02,3.763981989622116089e+02,4.013981989622116089e+02,3.753981989622116089e+02,3.313981989622116089e+02,2.853981989622116089e+02,2.733981989622116089e+02,7.269118103027343523e+02,7.169118103027343523e+02,6.809118103027343523e+02,6.849118103027343523e+02,6.329118103027343523e+02,5.979118103027343523e+02,5.679118103027343523e+02,3.889101345539093018e+02,4.339101345539093018e+02,3.859101345539093018e+02,4.169101345539093018e+02,4.819101345539093018e+02,4.009101345539093018e+02,4.519101345539093018e+02
7.237362670898437500e+02,7.417362670898437500e+02,7.847362670898437500e+02,7.667362670898437500e+02,6.957362670898437500e+02,7.637362670898437500e+02,6.817362670898437500e+02,4.233186107873916626e+02,3.743186107873916626e+02,3.983186107873916626e+02,3.713186107873916626e+02,3.293186107873916626e+02,2.833186107873916626e+02,2.703186107873916626e+02,7.175183105468750000e+02,7.155183105468750000e+02,6.715183105468750000e+02,6.805183105468750000e+02,6.295183105468750000e+02,5.935183105468750000e+02,5.655183105468750000e+02,3.875738649368286133e+02,4.285738649368286133e+02,3.825738649368286133e+02,4.145738649368286133e+02,4.805738649368286133e+02,4.015738649368286133e+02,4.515738649368286133e+02
